year,id_,marital,relig,satjob,rank,scigrn,
2021,2349,Divorced,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2350,Married,None,Very satisfied,5,NEITHER AGREE NOR DISAGREE,
2021,2351,Married,Christian,Moderately satisfied,8,NEITHER AGREE NOR DISAGREE,
2021,2352,Widowed,None,.i:  Inapplicable,6,DISAGREE,
2021,2353,Never married,Catholic,Moderately satisfied,5,STRONGLY AGREE,
2021,2354,Widowed,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2355,Widowed,None,.i:  Inapplicable,5,NEITHER AGREE NOR DISAGREE,
2021,2357,Married,Protestant,.i:  Inapplicable,4,DISAGREE,
2021,2358,Married,Protestant,Very dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2360,Divorced,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2362,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2363,Married,Native american,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2364,Never married,Protestant,Very satisfied,7,DISAGREE,
2021,2365,Married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2366,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2367,Divorced,Catholic,.i:  Inapplicable,3,NEITHER AGREE NOR DISAGREE,
2021,2368,Divorced,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2369,Married,None,Moderately satisfied,5,STRONGLY DISAGREE,
2021,2370,Never married,Protestant,.n:  No answer,6,AGREE,
2021,2371,Married,None,.i:  Inapplicable,5,.n:  No answer,
2021,2372,Married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2373,Never married,None,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2374,Married,Other,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2375,Never married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2376,Widowed,None,Very dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2377,Married,Catholic,Moderately satisfied,5,AGREE,
2021,2378,Separated,None,Moderately satisfied,4,STRONGLY DISAGREE,
2021,2379,Married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2380,Never married,Protestant,.i:  Inapplicable,6,DISAGREE,
2021,2381,Married,Protestant,Moderately satisfied,5,AGREE,
2021,2382,Widowed,Protestant,.i:  Inapplicable,2,DISAGREE,
2021,2383,Married,Protestant,Very satisfied,3,NEITHER AGREE NOR DISAGREE,
2021,2384,Married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2386,Divorced,None,Moderately satisfied,5,NEITHER AGREE NOR DISAGREE,
2021,2387,Never married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2388,Never married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2389,Never married,Catholic,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2391,Married,None,A little dissatisfied,7,DISAGREE,
2021,2392,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2393,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2394,Divorced,Protestant,.i:  Inapplicable,2,DISAGREE,
2021,2395,Never married,None,.n:  No answer,5,.d:  Do not Know/Cannot Choose,
2021,2396,Divorced,Catholic,Moderately satisfied,5,NEITHER AGREE NOR DISAGREE,
2021,2397,Divorced,Protestant,Very satisfied,2,DISAGREE,
2021,2398,Married,Buddhism,Moderately satisfied,5,DISAGREE,
2021,2399,Never married,Catholic,.i:  Inapplicable,5,STRONGLY DISAGREE,
2021,2400,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2402,Married,Protestant,Very satisfied,3,AGREE,
2021,2403,Married,None,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2404,Married,None,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2405,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2406,Divorced,None,.i:  Inapplicable,6,DISAGREE,
2021,2407,Married,Catholic,.i:  Inapplicable,7,NEITHER AGREE NOR DISAGREE,
2021,2408,Married,Protestant,Very satisfied,5,AGREE,
2021,2410,Never married,Catholic,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2411,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2412,Divorced,Christian,.n:  No answer,1 - top,NEITHER AGREE NOR DISAGREE,
2021,2413,Married,Protestant,Moderately satisfied,6,.d:  Do not Know/Cannot Choose,
2021,2414,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2415,Never married,.s:  Skipped on Web,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2416,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2417,Married,Orthodox-christian,A little dissatisfied,3,DISAGREE,
2021,2418,Never married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2419,Divorced,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2420,Married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2421,Married,None,Very satisfied,4,DISAGREE,
2021,2422,Married,Christian,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2424,Never married,None,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2425,Widowed,Protestant,.i:  Inapplicable,4,DISAGREE,
2021,2426,Married,Protestant,Very satisfied,.s:  Skipped on Web,NEITHER AGREE NOR DISAGREE,
2021,2428,Never married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2429,Divorced,Catholic,.i:  Inapplicable,7,.d:  Do not Know/Cannot Choose,
2021,2430,Divorced,Catholic,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2431,Never married,None,.n:  No answer,7,.d:  Do not Know/Cannot Choose,
2021,2432,Never married,Muslim/islam,A little dissatisfied,7,AGREE,
2021,2433,Never married,None,Very satisfied,4,AGREE,
2021,2434,Never married,Catholic,Very satisfied,1 - top,DISAGREE,
2021,2435,Never married,None,A little dissatisfied,3,NEITHER AGREE NOR DISAGREE,
2021,2436,Married,Catholic,Moderately satisfied,3,NEITHER AGREE NOR DISAGREE,
2021,2437,Widowed,Protestant,.i:  Inapplicable,3,STRONGLY DISAGREE,
2021,2438,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2439,Married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2440,Married,Hinduism,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2441,Married,None,A little dissatisfied,8,DISAGREE,
2021,2442,Married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2443,Divorced,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2444,Divorced,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2445,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2446,Married,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2447,Married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2448,Married,Hinduism,Very satisfied,3,STRONGLY DISAGREE,
2021,2449,Divorced,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2450,Married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2451,Married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2452,Separated,Catholic,Very dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2453,Married,Protestant,.s:  Skipped on Web,.i:  Inapplicable,.i:  Inapplicable,
2021,2454,Never married,Catholic,Moderately satisfied,4,DISAGREE,
2021,2455,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2456,Widowed,Protestant,.i:  Inapplicable,4,.n:  No answer,
2021,2457,Never married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2458,Married,Christian,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2459,Married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2460,Widowed,Protestant,Very satisfied,3,NEITHER AGREE NOR DISAGREE,
2021,2461,Divorced,Catholic,Very dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2462,Divorced,Protestant,Moderately satisfied,5,STRONGLY DISAGREE,
2021,2463,Married,Protestant,Very satisfied,3,NEITHER AGREE NOR DISAGREE,
2021,2464,Divorced,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2465,Never married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2466,Widowed,Protestant,.d:  Do not Know/Cannot Choose,4,DISAGREE,
2021,2467,Married,Catholic,Moderately satisfied,5,DISAGREE,
2021,2468,Married,Muslim/islam,.n:  No answer,7,NEITHER AGREE NOR DISAGREE,
2021,2469,Married,Hinduism,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2470,Never married,Catholic,Moderately satisfied,5,NEITHER AGREE NOR DISAGREE,
2021,2471,Married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2472,Married,Protestant,.i:  Inapplicable,3,.n:  No answer,
2021,2474,Married,Christian,A little dissatisfied,5,NEITHER AGREE NOR DISAGREE,
2021,2475,Divorced,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2478,Divorced,Protestant,Moderately satisfied,4,DISAGREE,
2021,2479,Divorced,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2480,Divorced,None,.i:  Inapplicable,6,NEITHER AGREE NOR DISAGREE,
2021,2481,Married,None,.i:  Inapplicable,4,DISAGREE,
2021,2483,Married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2486,Never married,None,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2487,Divorced,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2488,Never married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2489,Never married,Protestant,Moderately satisfied,5,DISAGREE,
2021,2490,Married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2493,Never married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2494,Married,Protestant,Very satisfied,3,DISAGREE,
2021,2495,Married,None,Very satisfied,5,.d:  Do not Know/Cannot Choose,
2021,2496,Never married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2497,Married,Catholic,Very satisfied,3,.n:  No answer,
2021,2498,Married,None,.i:  Inapplicable,2,DISAGREE,
2021,2499,Married,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2500,Married,.n:  No answer,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2501,Never married,Catholic,Moderately satisfied,1 - top,NEITHER AGREE NOR DISAGREE,
2021,2502,Divorced,None,.i:  Inapplicable,4,AGREE,
2021,2503,Married,None,.n:  No answer,6,DISAGREE,
2021,2504,Married,Other,A little dissatisfied,.s:  Skipped on Web,NEITHER AGREE NOR DISAGREE,
2021,2505,Never married,Other,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2506,Never married,Catholic,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2507,Married,None,.i:  Inapplicable,3,.n:  No answer,
2021,2508,Married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2510,Widowed,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2511,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2513,Never married,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2514,Separated,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2515,Married,Protestant,Moderately satisfied,5,DISAGREE,
2021,2516,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2517,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2518,Never married,Catholic,Very satisfied,9,DISAGREE,
2021,2519,Married,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2520,Married,None,.i:  Inapplicable,3,DISAGREE,
2021,2521,Married,Protestant,Moderately satisfied,5,DISAGREE,
2021,2522,Married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2523,Married,Catholic,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2524,Never married,Catholic,A little dissatisfied,5,STRONGLY DISAGREE,
2021,2525,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2526,Married,Hinduism,Moderately satisfied,5,DISAGREE,
2021,2527,Married,Catholic,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2528,Married,Catholic,Very satisfied,6,NEITHER AGREE NOR DISAGREE,
2021,2529,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2530,Divorced,Catholic,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2531,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2532,Married,None,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2533,Married,Jewish,Very satisfied,10 - bottom,AGREE,
2021,2535,Widowed,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2536,Married,Catholic,Moderately satisfied,4,STRONGLY DISAGREE,
2021,2537,Married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2538,Divorced,None,Moderately satisfied,3,NEITHER AGREE NOR DISAGREE,
2021,2539,Married,Catholic,Very dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2540,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2541,Divorced,Protestant,Very satisfied,5,DISAGREE,
2021,2542,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2543,Married,None,.i:  Inapplicable,3,DISAGREE,
2021,2544,Never married,Catholic,Moderately satisfied,4,NEITHER AGREE NOR DISAGREE,
2021,2545,Never married,.n:  No answer,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2546,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2547,Never married,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2548,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2549,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2550,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2551,Married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2552,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2553,Married,Jewish,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2555,Never married,Catholic,Moderately satisfied,5,.n:  No answer,
2021,2556,Married,Protestant,.i:  Inapplicable,3,NEITHER AGREE NOR DISAGREE,
2021,2557,Never married,Buddhism,.n:  No answer,4,DISAGREE,
2021,2558,Divorced,Protestant,Very satisfied,5,NEITHER AGREE NOR DISAGREE,
2021,2559,Separated,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2560,Widowed,None,Very satisfied,5,NEITHER AGREE NOR DISAGREE,
2021,2561,Married,Buddhism,.i:  Inapplicable,4,DISAGREE,
2021,2562,Married,Catholic,Moderately satisfied,9,DISAGREE,
2021,2565,Married,None,.n:  No answer,.i:  Inapplicable,.i:  Inapplicable,
2021,2566,Married,None,.i:  Inapplicable,5,DISAGREE,
2021,2567,Married,Protestant,.i:  Inapplicable,4,STRONGLY DISAGREE,
2021,2568,Married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2569,Divorced,Protestant,Very satisfied,9,DISAGREE,
2021,2570,Never married,None,.n:  No answer,.i:  Inapplicable,.i:  Inapplicable,
2021,2571,Widowed,None,Very satisfied,1 - top,DISAGREE,
2021,2572,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2573,Never married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2574,Married,Protestant,.n:  No answer,.i:  Inapplicable,.i:  Inapplicable,
2021,2575,Married,Protestant,Very satisfied,4,DISAGREE,
2021,2576,Never married,Muslim/islam,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2577,Married,Catholic,Very satisfied,1 - top,NEITHER AGREE NOR DISAGREE,
2021,2578,Never married,None,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2579,Never married,Protestant,Moderately satisfied,6,DISAGREE,
2021,2580,Divorced,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2581,Never married,None,Moderately satisfied,6,DISAGREE,
2021,2582,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2583,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2584,Widowed,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2585,Never married,Inter-nondenominational,.i:  Inapplicable,9,STRONGLY DISAGREE,
2021,2586,Married,None,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2587,Married,None,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2588,Separated,None,.i:  Inapplicable,3,STRONGLY DISAGREE,
2021,2589,Married,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2590,Divorced,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2591,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2592,Married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2593,Married,Protestant,.i:  Inapplicable,.s:  Skipped on Web,.d:  Do not Know/Cannot Choose,
2021,2594,Never married,None,Very satisfied,4,DISAGREE,
2021,2595,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2596,Married,Buddhism,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2597,Never married,Protestant,A little dissatisfied,3,STRONGLY DISAGREE,
2021,2598,Married,Protestant,Very satisfied,4,STRONGLY DISAGREE,
2021,2599,Never married,None,A little dissatisfied,3,NEITHER AGREE NOR DISAGREE,
2021,2600,Divorced,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2601,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2602,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2603,Never married,.n:  No answer,Moderately satisfied,.i:  Inapplicable,.n:  No answer,
2021,2604,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2606,Married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2607,Never married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2608,Never married,None,Moderately satisfied,4,NEITHER AGREE NOR DISAGREE,
2021,2609,Never married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2610,Married,None,Very satisfied,5,DISAGREE,
2021,2611,Widowed,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2612,Divorced,Protestant,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2613,Never married,None,Very dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2614,Married,Protestant,Very satisfied,7,DISAGREE,
2021,2615,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2617,Married,Protestant,.i:  Inapplicable,5,DISAGREE,
2021,2618,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2619,Divorced,Other,.i:  Inapplicable,9,STRONGLY DISAGREE,
2021,2620,Married,Protestant,Moderately satisfied,5,DISAGREE,
2021,2621,Married,Protestant,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2623,Married,Protestant,.s:  Skipped on Web,5,DISAGREE,
2021,2624,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2625,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2626,Widowed,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2627,Married,Protestant,Moderately satisfied,6,STRONGLY DISAGREE,
2021,2628,Never married,Protestant,Moderately satisfied,2,AGREE,
2021,2629,Married,Catholic,A little dissatisfied,7,DISAGREE,
2021,2630,Married,None,A little dissatisfied,3,DISAGREE,
2021,2631,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2632,Married,Catholic,Moderately satisfied,3,.n:  No answer,
2021,2633,Divorced,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2634,Widowed,Protestant,.i:  Inapplicable,5,DISAGREE,
2021,2635,Never married,None,Very dissatisfied,5,DISAGREE,
2021,2636,Married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2637,Married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2638,Divorced,Christian,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2639,Widowed,None,Very satisfied,2,STRONGLY DISAGREE,
2021,2640,Married,Catholic,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2641,Married,Protestant,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2642,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2643,Never married,None,.i:  Inapplicable,5,DISAGREE,
2021,2644,Married,Catholic,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2645,Married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2646,Never married,None,.i:  Inapplicable,10 - bottom,NEITHER AGREE NOR DISAGREE,
2021,2648,Widowed,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2649,Married,Catholic,Moderately satisfied,7,NEITHER AGREE NOR DISAGREE,
2021,2650,Never married,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2651,Married,Catholic,Moderately satisfied,5,NEITHER AGREE NOR DISAGREE,
2021,2652,Never married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2653,Divorced,Protestant,.i:  Inapplicable,4,NEITHER AGREE NOR DISAGREE,
2021,2655,Married,Christian,.i:  Inapplicable,5,NEITHER AGREE NOR DISAGREE,
2021,2656,Married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2657,Married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2658,Married,Protestant,.i:  Inapplicable,2,.d:  Do not Know/Cannot Choose,
2021,2659,Divorced,Orthodox-christian,.n:  No answer,.i:  Inapplicable,.i:  Inapplicable,
2021,2660,Married,Other,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2661,Married,Catholic,Very satisfied,4,NEITHER AGREE NOR DISAGREE,
2021,2662,Married,Christian,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2664,Married,None,Moderately satisfied,.s:  Skipped on Web,NEITHER AGREE NOR DISAGREE,
2021,2665,Married,Catholic,Very satisfied,7,DISAGREE,
2021,2666,Never married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2668,Widowed,Jewish,Very satisfied,3,NEITHER AGREE NOR DISAGREE,
2021,2669,Married,Protestant,.i:  Inapplicable,4,DISAGREE,
2021,2671,Divorced,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2672,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2674,Married,Catholic,Very satisfied,4,DISAGREE,
2021,2675,Never married,None,.i:  Inapplicable,1 - top,DISAGREE,
2021,2676,Divorced,Christian,.i:  Inapplicable,5,STRONGLY DISAGREE,
2021,2677,Divorced,.s:  Skipped on Web,Moderately satisfied,5,STRONGLY DISAGREE,
2021,2678,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2679,Divorced,Protestant,.i:  Inapplicable,5,.d:  Do not Know/Cannot Choose,
2021,2680,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2681,Widowed,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2682,Divorced,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2683,Never married,Buddhism,A little dissatisfied,5,.d:  Do not Know/Cannot Choose,
2021,2684,Married,Protestant,Moderately satisfied,3,DISAGREE,
2021,2685,Divorced,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2686,Never married,None,.i:  Inapplicable,5,DISAGREE,
2021,2687,Married,Catholic,Very satisfied,1 - top,AGREE,
2021,2688,Married,Protestant,Very satisfied,5,DISAGREE,
2021,2689,Never married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2690,Married,None,.i:  Inapplicable,2,NEITHER AGREE NOR DISAGREE,
2021,2691,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2692,Never married,Catholic,Moderately satisfied,6,AGREE,
2021,2693,Divorced,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2695,Never married,None,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2696,Married,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2697,Married,Other,Very satisfied,3,STRONGLY DISAGREE,
2021,2698,Married,Jewish,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2699,Divorced,Other,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2700,Never married,Protestant,Very satisfied,5,DISAGREE,
2021,2701,Married,Catholic,Moderately satisfied,5,STRONGLY DISAGREE,
2021,2702,Divorced,Catholic,A little dissatisfied,7,AGREE,
2021,2703,Widowed,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2704,Married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2705,Married,None,Moderately satisfied,4,NEITHER AGREE NOR DISAGREE,
2021,2706,Married,Protestant,.i:  Inapplicable,7,DISAGREE,
2021,2707,Never married,Christian,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,2708,Never married,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2709,Never married,Protestant,.s:  Skipped on Web,7,DISAGREE,
2021,2710,Married,Protestant,Very satisfied,4,.n:  No answer,
2021,2711,Widowed,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,2712,Married,Jewish,.i:  Inapplicable,5,DISAGREE,
2021,2713,Married,Catholic,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
